Reference,Story,"Bible stories, for the use of children",Dear Old Stories Told Once More,The Children's Bible Picture-Book,Bible stories for little children,The School and Children's Bible,The Children's Bible History,The Children of the Bible,"The Bible for Children
",Kindergarten Bible Stories: The Old Testament Adapted for Little Children,"""Tell Me a True Story"": Tales of Bible Heroes for the Children of To-day",Bible Stories for Primary Classes: Old Testament,Bible stories: King Saul to the Babylonian exile,The Children's Bible: Selections from the Old and New Testaments,Bible Stories Coloring Book,Child's Story Bible,A Child's Bible: Old Testament and New Testament,Bible Stories by Patricia Hunt,My Bible Story Book,The Children's Story Bible,The Toddlers Bible,Snip-and-tell Bible Stories,The Preschoolers Bible,The Children's Bible in 365 Stories,Bible Heroes,Everlasting Stories: A Family Bible Treasury,The Bible for Children,Big Picture Story Bible,My First Read and Learn Bible,The Beginner's Bible,Hurlbut's Story of the Bible,Jesus Storybook Bible,The Children's Bible,Children's stories from the Bible
2 Kings 9:1-13,Jehu anointed king of Israel,,,,,Elisha causes Jehu to be anointed king over Israel // Jehu conspires against the house of Ahab,,,Jehu Executes Judgment On The House Of Ahab,,,,Jehu,,,"The soldier-king, Jehu",,,The end of Ahab's family,,,,,The crazy driver,,Jehu's wild ride,Jehu the avenger,,,,Jehu the Furious Driver of His Chariot,,,
2 Kings 11:21,Athaliah and Joash,,The boy-king,Elisha's Death,,The death of Ahaziah // Athaliah reigns six years // Joash the son of Ahaziah is made king,,Joash,"Joash, King Of Judah",,,Joash the boy king,Joash the Boy King,,,The little boy who became king,,,A little boy who becomes king,,,,,King in hiding,,,,,,,The Little Boy Who Was Crowned King // Elisha and the Bow,,,
2 Kings 12,Repairing the Temple,,,,,,,,,,,,,,,,,,Joash's treasure chest,,A big chest in God's House,,A big chest full of money,,,,,,,,,,,
2 Kings 13:18-20,Jehoash king of Israel,,,,,The sickness and death of Elisha,,,Death Of Elisha,,,,,,,Elisha's last prophecy,"
",,The death of Elisha,,,,,,,,,,,,,,,
2 Kings 14:1-16,Amaziah king of Judah,,,,,The Assyrian invasion,,,Joash And Amaziah,,,,Amaziah the Boaster,,,A proud king defeated,,,,,,,,,,,,,,,Three Kings and a Great Prophet,,,
2 Kings 15:1-7,Azariah (aka Uzziah),,,,,The destruction of the Assyrians,,"Uzziah, the leper",,,,,Uzziah of Judah,,,,,,The king who became a leper,,,,,,,,,,,,"""",,,
2 Kings 16,Ahaz,,,,,,,,,,,,Ahaz the Coward,,"Ahaz at the altar, Hoshea",,,,,,,,,,,,,,,,"""",,,
2 Kings 17:1-5,Fall of Israel,,,,,The destruction of the kingdom of Israel,The Israelites' Sin and Captivity,,Israel Carried Away Captive Into Assyria,,,,Hoshea the Last King of Israel,,,The end of the kingdom of Israel,,,The ten lost tribes of Israel,,,,,,,,The end of Israel,Another Very Sad Day,,,How the Ten Tribes Were Lost,,,
2 Kings 18,Hezekiah king of Judah,,,,,Hezekiah's sickness and recovery,,,Sennacherib Invades The Land // Hezekiah's Sickness,,,,Hezekiah How God Helps // Hezekiah A King Who Was Great But Vain // Hezekiah: How Blasphemy was Punished,,,"Hezekiah, the good king",,,Hezekiah brings his people back to God // God destroys Israel's enemy // God answers Hezekiah's prayer,,,,,The emperor states his price // Enemy at the gate // The king's illness // The great find,,,A faithful king of Judah,,,,The Good King Hezekiah,,Hezekiah's Gold,
2 Kings 22:1-30,The Book of Law found; Josiah renews the covenant,"Josiah, the Young King of Judah",,,,The good king Josiah makes a reformation in Judah // Josiah renews the covenant with God,,Josiah,"Manasseh, Amon, And Josiah",,,,Josiah: The King Who Was Taught to Love God in His Youth // Josiah The Book of the Law,The Young Josiah and the Book of the Law,,Stories about King Josiah,The Little King // Josiah's Good Reign,,Josiah and God's lost book,,,,,Josiah lights a bonfire,,,Hidden treasure,,,Boy King Josiah,The Lost Book Found in the Temple,,Josiah and the Scroll of the Law,
2 Kings 25:4-10,Fall of Judah,,,,,,,,"""",,,,Zedekiah the Last King of Judah // Judah in Exile,,,,,,God's people taken to Babylon,,,,,,,,,"""",,,The Last Four Kings of Judah and the Weeping Prophet,,,
2 Kings 25:1 -21,Fall of Jerusalem,,,,,"Jerusalem is besieged and taken by Nebuchadnezzar // The second siege of Jerusalem: the city is burnt, and the inhabitants taken captive",,,"""",,,,,,,The captivity of Judah,,,,,,,,,,The siege of Jerusalem // The fall of Jerusalem,,,,,,,,
2 Chron 14,Asa,,,,,,,,,,,,Asa the Idol Breaker,,,,,,,,,,,,,,,,,,,,,
2 Chron 12-20,First four kings of Judah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The First Four Kings of Judah,,,
2 Chron 33:10,Manasseh king of Judah,,,,,The wicked reigns of Manassch and Amon,,,"""",,,,,,,A wicked king who repented,,,Wicked Manasseh turns to God,,,,,,,,,,,,,,,
Ezra,,,,,,The edict of Cyrus // The second temple // The people continue to build // The favourable decree of Darius,,,Ezra Goes Up From Babylon,,,,,Rebuilding the Temple,,"Ezra, the teacher of the Law",,,,,,,,The long trek back // Building begins // The new temple,,,The joyful return,,,,The Scribe Who Wrote the Old Testament // Ezra’s Great Bible Class in Jerusalem,,,
Ezra 1-2,,,,,,,,,,,,,,"""",,Back to the promised land,,,God brings back his people,,,,,,,,Rebuilding Jerusalem,,,,The Story of a Joyous Journey,,,
Ezra 3-4,,,,,,,,,,,,,,"""",,The rebuilding of the Temple,,,Jerusalem rebuilt,,,,,,,,Rebuilding God's people,,,,The New Temple on Mount Moriah,,The Rebuilding of Jerusalem,
Ezra 7-10,,,,,,,,,,,,,,,,,,,Ezra helps God's people,,,,,,,,,,,,,,,
Nehemiah,,,,,,The prayer of Nehemiah // Nehemiah by the favour of Artaxerxes returns to Jerusalem // The complaint of the people against their oppressors // The reading of the law // The separation of the Israelites from strangers,,,The Babylonian Captivity // The Return // The Second Temple // The Building Of Jerusalem •,,,,,A Brave Knight,,"Nehemiah, the governor of Jerusalem",The Dedication,,"Nehemiah goes to help Ezra // ""If I forget thee, oh Jerusalem""",,Nehemiah builds some walls,,Nehemiah builds some walls,The king's wine steward // Rebuilding the walls // Learning God's law,,,A new kind of prophet,,,,The Nobleman Who Built the Wall of Jerusalem,,Exile and Return,
Esther 1-5,Esther becomes queen,Haman and Mordecai,,,,,The History of Esther,,,,,,A star is born // Orphan girl becomes queen,Queen Esther's Love for Her People,,"Esther, the beautiful queen",The Story of Esther,,Beautiful Queen Esther,,Queen Esther,,A beautiful queen,A new queen is chosen,,The story of Esther,Queen Esther,,,,The Beautiful Queen of Persia,,Esther Becomes Queen,Queen Esther
"Esther 5,6",Esther saves her people,,Haman and Mordecai,,,,The rest of Esther's History,,Esther's Request // The Advancement Of Mordecai,,,,Plots in the palace // Esther's grand decision // A royal invitation // The biter is bitten,"""",Esther and Ahasuerus,Queen Esther saves her people,"""",,Esther saves God's people,,"""",,"""",Plot against the Jews // The queen's request // A day to be remembered,,Mordecai and Haman,A test of courage,,,The Brave Queen,"""",,Esther Saves Her People,
Job 1:1-2:13,Job afflicted by Satan,,,,,"The temptation of Job // Job declares his misery // One of his friends answers him and rebukes him for his want of faith // The misery of the wicked, and the blessedness of God's chastisement // Job defends himself, and rebukes his friends // Bildad shows that God deals with men according to their works // Job acknowledges that there is no contending with God // Job expostulates with God // Zopbar complains of Job for justifying himself // Job reproves his friends // The shortness and trouble of life // The answer of Ellphax // Job rebukes his friends, and laments over his own misery // Job longs to appear before God // The answer of Bildad // The answer of Job to Bildad // Job remembers his former blessings",,,Job Smitten,,,,,,,,,,The story of Job,,The story of Job,,Bad news and good news for Job,Troubles for Job,,,,,,,The Story of Job,,,
Job 38:1-42:9,God speaks to Job,,,,,God answers Job out of the whirlwind // Job humbles himself before God,,,Job's Comforters,,,,,,,,,,"""",,"""",,"""",Cheering Job up?,,,,,,,,,,
Job 42:10-13,God blesses Job,,,,,"God rebukes Job's friends,. and doubles his former blessings",,,The Lord Reasoneth With Job,,,,,,,,,,"""",,"""",,"""",God talks to Job,,,,,,,,,,
Psalms,,,,,,"I. Psalms describing the greatness and goodness of God in his works and his dealings with man // IX Psalms of instruction and exhortation // III. Penitential or sorrowful Psalms // IV. Psalms of trust, triumph, and thanksgiving // V. Historical and patriotic Psalms // VI. Koval or Messianic Psalms // The thanksgiving of Jonah",,,Psalms,,,,,The King of glory // God the AllSeeing,David as the author of the Psalms,,BOOK OF PSALMS,,,,,,,Praising God // Songs to comfort and help,,,From Psalm 8 // From Psalm 51 // From Psalm 116 // From Psalm 119 // Psalm 131 // From Psalm 139 // Psalm 148 // Psalm 150,,,,,,,
Psalm 23,The Lord is my shepherd,,,,,,,,,,,The twenty-third Psalm,,,,,,,,,,,,,,,Psalm 23,,,The Lord Is My Shepherd,,The Good Shepherd,,
Proverbs,,,,,,The complaint of wisdom // The blessedness of fearing God and finding wisdom // The instruction of a father // An exhortation against indolence // The excellency of wisdom // Moral precepts // A furs confession and prayer // The words of Lemuel,,,Proverbs,,,,,The Right Use of the Tongue,,,PROVERBS,,,,,,,Wise words,,,Wise words from the book of Proverbs,,,,,,,
Ecclesiastes,,,,,,The vanity of human life // The vanity of pleasures and riches // All things come and go; God only and his judgments remain // All things are in the hand of God; men are not rewarded in this life according to their works // Amid the joys of life and youth the Creator is to be remembered,,,Remember Thy Creator,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah,(Whole book),,,,,"God reasons with his rebellious people // The promise of the latter days // The vineyard of the Lord // The judgments of God upon covetousness and other sins // The vision of the Lord // The sign given to Abaz // The promise to Israel in her affliction // The branch of Jesse // The restoration of Israel // The destruction of Babylon // The restoration of Israel, and their triumph over Babylon // The ruin of Egypt, and the union of Egypt and Assyria with Israel // The ruin of lyre // The judgments of God // Thanksgiving of the prophet for the mercies and judgments of God // The distress of Jerusalem, and the hypocrisy and blindness of the inhabitants // The prophecy of the righteous king // The coming and salvation of the Lord // The consolation of Israel // The promises of the coming of God // The servant of God // Promises of God to Israel // Renewal of the promises // The folly of idolatry // The restoration of Israel, and the call of Cyrus // The humiliation of Babylon // The love of God to his people is unfailing // The mission and preaching of the servant of God // The triumph of God and of his redeemed // The suffering servant of God // The wrath of God is past; his mercy is everlasting // The word of God is freely offered to the Gentiles and to all men // God will revive his people // A warning against hypocrisy // The new Jerusalem // The servant of tbc Lord Is the comforter of his people // God promises to sanctify and guard his people // The divine champion of Israel // God is implored by his ancient mercies to return and visit his people // The new heavens and new earth",,,,,,,,,,,,,The brave prophet Isaiah,,,,,,,,,,,,,,,
Isaiah  ,Isaiah's prophecies,,,,,,,,Prophecies Of Isaiah // Promises Of The Messiah And Of Gospel Grace // Good Tidings,,,,,,,,,,,,,,,Keep calm!,,,The message of Isaiah,,,,,"Operation ""No More Tears!""",The Prophet Isaiah,
Isaiah 6:8-9,Isaiah's commision,,,,,,,,,,,,,A Young Man Who Said Send Me,,"""Here am I--send me""",,,,,,,,Isaiah's vision,,,,,,,,,,
Jeremiah ,Jeremiah,,,Jeremiah weeping over Jerusalem,,"The call of Jeremiah // The wickedness of the Jews; they are exhorted to repent // The desperate Impenltency of the Jews // The glory of man is the knowledge of God // A meditation and a prayer // A warning to kings and nations // The distress of Judah: they cry unto God, but he refuses to hear them // The foolishness and deceitf illness of man is contrasted with the blessedness of trusting in God // The figure of the potter's vessel // The breaking of the potter's vessel foreshadows the desolation of the Jews // Jeremiah prophecies against three kings of Judah // The Lord shall reign In righteousness, notwithstanding the iniquity of the people // The good and the naughty figs // The arraignment and acquittal of Jeremiah // The Lord will bring again the captivity of Judah // Promises of the redemption of Israel // The obedience of the Rechabites is contrasted with the disobedience of the Jews // The prophesy of Jeremiah against Egypt",,,Words Of Jeremiah,,,,Jeremiah and King Jehoiakim,Jeremiah's Courage in Danger,,The man who had to prophesy,,,God chooses a new prophet,,,,,Don't send me! // Jeremiah at the pottery // The king's penknife // Babylon's yoke // The basket of figs // Rescue party // The last days in Jerusalem,,,The reluctant prophet,,,,,,,
Jeremiah 18:1-10,,,,,,,,,The Potter's Vessel,,,,,,,,,,,,,,,,,,,,,,,,Jeremiah and the Potter's Wheel,
Lamentations,,,,,,The desolation of Jerusalem // The complaint of Zion,,,Jeremiah Is Persecuted,,,,,,,,,,,,,,,,,,,,,,,,,
Ezekiel,,,,,,"The vision of the four living creatures // The commission of the prophet // The frowardness of Israel // The desolation of Israel // God appears to the prophet, and shows him the abominations of Israel // The vision of the man with the inkhorn // The vision of the glory of the Lord // The prophecy of the destruction and of the restoration of Israel // The day is at hand // The false prophets are described under the figure of untempered morter // The righteous shall only save themselves in the destruction // The parable of the eagles // The proverb concerning the sour grapes reversed // The parable of the young lions // The sword wbich is sharpened against Israel // The sign of Ezekiel not mourning for his wife // The prophesies of Ezekiel against Tyre and Sidon // The pride of Assyria is a warning to Egypt // A prophecy of the desolation of Egypt // God teaches the prophet the duties of a watchman // The utter desolation of Israel // The people hear and do not // The vision of the valley of dry bones // The return of the glory of God to the temple",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezekiel 1,Vision of angels,,,,,,,,Ezekiel Among The Captives,,,,,,,,,,,,,,,Wheels and wings,,,A vision of holiness,,,,,,,
Ezekiel 3-5,Metaphor for the judgement of Israel/Judah,,,,,,,,Every Man Judged By His Own Actions,,,,,,,,,,,,,,,Silent sermons,,,,,,,,,,
Ezekiel 37:1-14,Ezekiel's vision of dry bones,,,,,,,,The Valley Of Dry Bones,,,,,,,,,,,,,,,Dry bones come alive,,,,,,,What Ezekiel Saw in the Valley,,,
Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Israelites in Captivity,
Daniel 1:1-16,Daniel and the king's food,,,,,,,Daniel,Daniel And His Three Friends,,The Story of Four Boys,,Four noble young men,,,Daniel,The Four Princes,,Daniel refuses the king's food,,The king's food,,Daniel does not eat the king's food,Special training at the palace,,The faithful prophet,Daniel and his friends,God's Promise Remains,,,The Jewish Captives in the Court of the King,,,
Daniel 2,The dream of the statue,,,,,,,,Nebuchadnezzar's Dream,,,,,,,,,,Daniel explains the king's dream,,,,,The forgotten dream // The God who can explain // The meaning of the dream // The giant statue,,,,,,,,,,
Daniel 3,"Shadrach, Meshach and Abednego","Shadrach, Meshach, and Abednego",,,,Nebuchadnezzar's image,,,The Three Hebrews In The Furnace,,The Burning Fiery Furnace,Nebuchadnezzar and the three young men,,The Test by Fire,The fiery furnace,The firey furnace,Shadrach Meshach and Abednego,The fiery furnace,The fiery furnace,,,,,,,,The fiery furnace,"""",,Fiery Furnace,The Golden Image and the Fiery Furnace,,The Golden Statue,
Daniel 4,Nebuchadnezzar's dream of a tree; fulfillment,Nebuchadnezzar eating Grass like Oxen,The proud king,,,Nebuchadnezzar's dream,,,,,How God Punished a Proud King,Nebuchadnezzar: pride,,,,The king who lived in the fields,The Kings Second Dream,,A proud king humbled,,,,,Nebudcahdnezzar's Madness,,,,,,,The Tree That Was Cut Down and Grew Again,,,
Daniel 5,The writing on the wall,The Hand-writing on the Wall,,,,Belshazzar's feast,,,Belshazzar's Feast,,,Belshazzar's feast,,,,The fall of Babylon,The Writing on the Wall,Belshazzar's feast,The writing on the wall,,,The handwriting on the wall,,The mysterious hand,,,Belshazzar's feast,,,,The Writing Upon the Wall,,Belshazzar's Feast,
Daniel 6,Daniel and the lions' den,Daniel in the Lions' Den,With the lions,,Daniel in the lions' den,Daniel in the lion's den // Daniel's vision of four beasts,,,Daniel In The Lions' Den,,Daniel in the Den of Lions,Daniel,Night with the lions,,Daniel in the lions' den,Daniel in the lions' den,,Daniel in the lions' den,Daniel safe in the lions' den,,Daniel and the lions,Daniel in the lions' den,,Weighed in the scales // The plot against Daniel // Daniel keeps praying // The morning after,,Daniel in the pit of lions,Thrown to the lions,"""",Daniel and the lions,Daniel and the Lions,Daniel in the Den of Lions,Daniel and the scary sleepover,Daniel and the Lions,Daniel in the lions' den
Hosea,,,,,,"The complaint of the Lord against Israel, and his mercy to her",,,,,,,,,,,,,,,,,,,,,The loving husband,,,,,,,
Joel,,,,,,The admonition to repentance // The promise after repentance // The day of the Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amos,,,,,,The judgment of God against Israel // A lamentation over Israel // An exhortation to repentance // The condemnation of hypocrisy and idolatry // The judgment concerning Amaziah,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obadiah,,,,,,Edom shall be overthrown and Israel exalted,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonah 1:1-2:10,Jonah and the fish,,,Jonah Cast into the Sea,,,,,Jonah,,,,,,,"Jonah, the unwilling prophet",Jonah and the Whale,Jonah,Jonah disobeys God,,Jonah and a big fish,Jonah and the whale,A big fish swallows Jonah,Running away from God // Storm at sea // The lesson of the big fish,,,Jonah,,,Jonah and the Big Fish,,God's messenger,Jonah and the Big Fish,Jonah and the Whale
Jonah 3-4,Jonah at Nineveh,,,,,,,,,,,,,,,,,,Jonah is unhappy because of God's kindness,,"""",,"""",The lesson of the little worm,,Jonah and the Castor Oil plant,"""",,,,Jonah and Nineveh,,,
Micah,,,,,,The kingdom of the Lord // The birth of a Saviour // The Lord pleads against Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahum,,,,,,The ruin of Nineveh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habakkuk,,,,,,The punishment of Israel at the bands of the Chaldeans // Denunciations against various sins // The prayer of Habakkuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zephaniah,,,,,,The corruption and ruin of Israel; the promise of a restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haggai,,,,,,"Haggai, the messenger of the Lord, stirs up the people to build the temple // The greater glory of the Second temple",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zechariah,,,,,,"Zechariah preaches repentance // The vision of the horses // The promise of the Branch // The restoration of Jerusalem // The joy of Zion and Jerusalem // The vision of the staves // The ruin of Jerusalem, and the purification of a remnant",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi,,,,,,Reproof of the priests and people // The messenger of the Lord // The coming of Elijah shall precede the day of the Lord,,,Malachi's Prophecy Of Christ,,,,,,,,,,,,,,,,,,,,,,,,,
,Return from exile,The Return from the Captivity,,,,,The Return of the Jews to Palestine,,,,,,,,,,,,,,,,,,,The story of the returning exiles,,,,,,Get ready!,,
-,Intertestamental period,,,,,,,,,,,,,,,,,,,,,,,,,,The promised king,Many Silent Years,,,,,,
,New Testament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke 1:5-25,The birth of John the Baptist foretold,,,,,The visit of the angel to Zacharias,,,,,,,,,,The priest who could not talk,,,An angel visits Zacharias,The story of Jesus and his followers,,Zechariah and the angel,,My messenger is coming // Hoping and praying // The promise of a baby,,,Zechariah's prayer,,,,The Angel by the Altar,,A Son for Zechariah,
Luke 1:31-33,The birth of Jesus foretold,,Mary and Joseph ,,,,,,The Annunciation,,The Coming of the King,,,,,The message of the angel,Mary is chosen // Joseph's Dream,,The Promise God had made // Mary and the Angel,,An angel brings good news,,An angel has good news for Mary,Joseph,,"Mary, Joseph, and the dream",Gabriel visits Mary,,,An Angel Visits Mary,,,An Angel Appears to Mary,Mary and the Angel
Luke 1:39-56,Mary visits Elizabeth,,,,,Mary goes to see Elisabeth; her song of thanksgiving,,,,,,,,,,,,,,,,,,,,,Mary visits Elizabeth,,,,,,,
Luke 1:57-66,The birth of John the Baptist  ,,,,,"The birth of John the Baptist, and the prophecy of Zacharias",,,The Birth Of John The Baptist,,,,,,,,The Birth of John,,The birth of John the Baptist,,,,,Journey to the hills // Call him John!,,,"""His name is John!""",,,,,,The Birth of John,
Luke 2:7,Jesus' birth,,The holy child,,,The birth of Christ,The Birth of the Lord Jesus Christ,The infant Jesus,The Birth Of Jesus Christ,,The First Christmas,,,Jesus Is Born at Bethlehem,,,The Birth of Jesus,The birth of Jesus,The Saviour is born,The King born in a stable,Baby Jesus,Jesus is born,Baby Jesus,Jesus is born,,The stable in Bethlehem,Joseph and Mary // The birth of Jesus,God's Promised One Is Born,Jesus is born,Baby Jesus Is Born,The Manger of Bethlehem,He's here!,The Birth of Jesus,Jesus is born
Luke 2:15-18,Shepherds visit Jesus,,,,The angels and the shepherds,,,,,,,,,,,The holy night,The Shepherds Visit,,,,Shepherds visit Jesus,Shepherds in the field,Shepherds visit baby Jesus,The shepherd's story,,The shepherds and the angels,Shepherds and angels // Great rejoicing!,,"""",Shepherds Visit,,The Light of the whole world,The Shepherds Visit,
Matt 2:10-12,Wise men visit Jesus,,,The Offerings of the Wise Men,The adoration,"The star in the East, and the visit of the wise men",,The child Jesus,The Wise Men Of The East,,The Story of the Wise Men,,,,,A star in the east,,The visit of the wise men,A wonderful star,,Wise men visit Jesus,The Star // The wise men,Wise men bring gifts for Jesus,Where is the prince? // Presents fit for a king,,The wise men find Jesus,Wise men visit Jesus,,"""",The Bright Star and Three Visitors,The Star and the Wise Men,The King of all kings,The Wise Men,The three wise men
Luke 2:39,Jesus' dedication,,,,,,,,Simeon And Anna,,,,,,,,Simeon's Prophecy,,Anna and Simeon meet Jesus,,,,,,,Old Simeon,,God's Promised One Is Announced,,Simeon and Anna Meet Baby Jesus,,,The Presentation in the Temple,
Matt 2:13-18,The escape to Egypt,,,,,,,,,,,,,,,Warned by a dream,,,God takes care of His Son,,Going to Egypt,,Go to Egypt!,Escape to Egypt,,Jealous King Herod // The escape to Egypt,,,,An Angry King,,,The Flight into Egypt,
Luke 2:41-52,Jesus as a boy in the Temple,,,Christ disputing with the Doctors,Jesus disputing with the doctors,Christ in the temple,,The boy Jesus,Christ Found In The Temple,,The Boyhood of Jesus,,,,,The boy in the Temple,Jesus and the Temple Elders,Jesus as a boy,A visit to the Temple,The boy in the Temple,The boy Jesus // Jesus teaches some teachers,,The boy Jesus // Jesus teaches some teachers,The boy in the temple,,The story of the Boy Jesus,The lost boy,,,Jesus Is Lost!,The Boy in His Father’s House,,Jesus is Found in the Temple,Jesus and the teachers
Luke 3:1-22,John the Baptist,,,,,The preaching of John tho Baptist,,,,,,,,,,The preacher in the desert,,John the Baptist,,,A preacher named John,,John the preacher,Show you are sorry!,,The story of John,,,,,The Prophet in the Wilderness,Heaven breaks through,,John the Baptist
Matt 3:14-17,Jesus' baptism,,,,,The baptism of Christ // The word of God; the witness of John to Christ,"The Saviour's Baptism, Fasting, and Temptation",,John Baptizes Jesus,,Jesus the Carpenter,,,,,,,,Jesus is baptized by John,,John baptizes Jesus,,John baptizes Jesus,Jesus is baptized // A new leader,,,The baptism of Jesus,God's Promised One Is Followed,,John Baptizes Jesus,,,John Baptizes Jesus,
Luke 4:1-13,Jesus' temptation in the wilderness,,,,,The temptation of Christ,"""",,The Temptation In The Wilderness,,,,,,,Satan talks to God's son,The Temptation in the Desert,Temptation in the wilderness,Jesus is tempted by Satan,,Jesus is tempted,,Satan tempts Jesus,Temptation,,,Tempted by the devil,,,,Jesus in the Desert and beside the River,Let's go!,The Temptations in the Wilderness,Jesus in the desert
Matt 4:18-22,Jesus chooses his disciples,,,,,Calling of some of the apostles // The miraculous draught of fishes,,,Disciples Called,,Follow Me,,,Jesus Wins Devoted Friends,,Jesus chooses his disciples,Jesus Calls His Disciples // Jesus Calls Nathanael // Heaven and a Fishing Net,,Followers of Jesus,,Jesus chooses twelve helpers,Jesus' friends,Jesus chooses twelve helpers,Follow me!,,,The kingdom of Heaven // The fishing trip,,,Jesus Chooses His Disciples,,"""",Jesus Calls his Disciples,Jesus and the disciples
Mark 1:16-21,Calling fisher disciples,,,,The miraculous draught of fishes,,,,The Miraculous Draught Of Fishes,,,,,,,,,,A wonderful catch of fish,,Jesus goes fishing // Come with me,,Jesus goes fishing // Jesus calls some helpers,,,,,,,,A Net Full of Fishes,,,
John 2:1-11,Jesus changes water to wine,,,Water turned into Wine,,The marriage in Cana of Galilee; the purging of the temple,,,The First Miracle,,,,,,,Jesus at the wedding feast,Jesus Changes Water into Wine,A wedding at Cana,Jesus helps at a wedding feast,Jesus goes to a wedding,,,,Wine for the wedding,,Water and Wine,Water into wine,,,Jesus' First Miracle,The Water Jars at the Wedding Feast,,The Marriage Feast of Cana,Water into wine
John 2:13-17,Overturning tables in the Temple,,,,,Jesus begins to preach // Another account,,,,,,,,Jesus Fights Wrong in the Temple,,The father's house,,,"""My Father's House""",,,,,Screams in the synagogue,,,,Jesus Restores God's Place,,,,,Jesus and the Temple Traders,
John 3:1-21,Nicodemus,,,,,The discourse of Christ with Nicodemus,,,Nicodemus Comes To Jesus to night,,,,,,,A visit by night,,,A ruler visits Jesus,,Nicodemus visits Jesus,,Nicodemus visits Jesus,The man who came at night,,,Friends and enemies,Jesus Reveals God's Kingdom,,,,,,
John 4:4-42,Jesus talks with the Samaritan Woman,,Healing the sick,Christ and the Woman of Samaria,Christ and the woman of Samaria,The woman of Samaria,,,The Woman Of Samaria,,,,,,,The woman at Jacob's well,Why I am Here,,"""No, never thirst again""",,A woman at a well,,A woman at a well,The woman who came for water,,,,,,,The Stranger at the Well,,,
Luke 8:43-48,Jesus and the woman with bleeding,,Touching Christ's garments,,,"8. The raising of the dead:—Jairus' daughter, and the healing of the woman who had an issue of blood",The Saviour's Wondrous Works,,,,,,,,,,,,,,,,,Two very important people // Doctor for the sick,,,The woman who touched Jesus,,Jesus does God's work,,,A little girl and a poor frail lady,,
John 4:43-54,Jesus heals the official's son,,,,,The healing of the ruler's son,"""",,The Nobleman's Son,,,,,,,The father who believed,,,Jesus helps a believing father,,,,,Jesus makes people well,,,From death to life,,,,The Story of a Boy in Capernaum and of a Riot in Nazareth,,,
John 5,Healing at the pool of Bethesda,,,,,,,,The Pool Of Bethesda,,,,,,,,,,The cripple at the pool of Bethesda,,,,,,,,,,,,,,,
Mark 4:35-41,Jesus calms the storm,,,Christ stilling the Tempest,,6. Christ stills the tempest,"""",,Jesus Calms The Storm,,The Stilling of a Storm,,,,,The winds and the waves obey,Jesus Calms the Storm,,Jesus rules the wind and waves,,Jesus stops a storm,Wind and waves,"Stop, storm!",A storm on the lake,,Wind and waves,,,,Jesus Calms the Storm,"Peace, Be Still",,Jesus Calms the Storm,Jesus calms the storm
Mark 5:1-20,The healing of a demon-possessed man,,,,,1. Casting out devils and healing lunatics:—The demoniac in the synagogue of Capernaum,"""",,Jesus Heals The Sick,,,,,,,,,,Jesus heals a wild man,,,,,Madman among the tombs,,,,,,,,,The Gadarene Swine,
Luke 4:14-36,Jesus rejected at Nazareth,,,,,Is not this the carpenter? etc,,,Jesus Preaches At Nazareth,,,,,Jesus Visits His Old Home,,The mob that wanted a miracle,Jesus' Journeys,,Not wanted by his own people,,,,,It's only Joseph's son!,,,A miracle at home // Trouble in Nazareth,,,,,,,
Matt 5,Sermon on the Mount,,,,,"The sermon on the mount // Another account // Another sermon of Christ's, In which part of the sermon on the mount is repeated",The Sermon on the Mount,,The Sermon On The Mount,,,,,,,The sermon on the mount,Jesus Instructs the Twelve,The Sermon on the Mount,Jesus teaches on the Mountainside,,Jesus preaches a sermon,,Jesus preaches on a mountain,The sermon on the mount // Salt and light,,,Jesus' words about happiness,,,Jesus Teaches on a Mountain,The Twelve Disciples and the Sermon on the Mount,The Singer,The Sermon on the Mount,The Sermon on the Mount
Luke 7:1-10,The faith of the centurion,,Christ and the centurion,,,The centurion's servant,,,The Centurion's Servant And The Widow's Son,,,,,,,,The Soldier's Servant,,Jesus heals a servant and gives life to a son,,,,,The soldier's servant,,,A soldier's faith,,,A Captain's Faith,The Captains Servant the Widow’s Son and the Woman Who Was a Sinner,,The Centurion's Servant,The Roman Centurion and his servant
Luke 7:11-16,Widow of Nain,,,,,The widow's son at Nain,,,,,,,,Giving Life to a Widow's Son,,,,,"""",,A widow's boy,,A widow's boy lives again,Don't cry!,,,,,,,,,,
